id,file,emotion,text,summary_2para
749,749.wav,Trust," Ini semua masyarakat Indonesia yang namanya cotton bud itu Kaga boleh lu masukin ke dalam kuping Cotton bud itu cuma boleh dipakai di 2 tempat 1 kuping bagian luar, 1 lagi udah Jangan dimasukin ke bagian dalam telingat Kalau ga, gendang telingat lu bisa jadi bolong Tapi ini ya, hari ini aja udah dapet pasien 3 biji Dengan keluhan telingatnya berdenging, keluar cairan bagi telingat Sama punya riwet mengorek bagian telingatnya dengan cotton bud Biasanya abis mandi, katanya gato Nah, pas gue liat, udah gendang telingatnya bolong Padahal infeksi Yang namanya tai telingat atau cong ya, dia tuh bisa keluar sendiri Dan lu mandi, lu wudu, lu miring kanan kiri dia bisa keluar sendiri Cuman kalo emang terasa numpuk dan nyumbat Yaudah ke pus kerpas aja Ntar ada alatnya kita buat ga bersinan itu gratis Kalo lu pake PPJS Nah jangan dimasukin pake cotton bud Karena cotton bud itu dia bisa tiba-tiba nusuk nih ke bagian gendang telingatnya Gendang telingatnya jadi apa? Jadi robek, jadi infeksi Kalo udah kayak gitu pengobatannya susah-susah gampang Lu bisa aja diwujuk ke doktor spesialis buat penahanan lebih lanjut Apalagi telingatnya deket sama ape Deket sama otak kan, bukan deket sama ginjal Lu bayangin kalo otak lu kenapain ape Jadi ga usah, ga usah ngide-ngide Masukin cotton bud ke telingat Udah cotton bud tuh buat bagian luar doang Sama bagian udel, udah stop",
750,750.wav,Surprise," Kalian tau ga? Gue tuh bingung banget Kenapa ya sekarang-sekarang ini penyakit yang seharusnya dialami di usia 60-70 tahun... Malah dialami oleh usia-usia muda, kayak 40-50 tahun Jadi gue sering banget ngelihat beberapa-berapa ibu-ibu yang seharusnya masih diusia produktif... Yang seharusnya masih diusia emas mereka, diusia 40-50 tahun udah banyak banget kena penyakit Setelah itu ada penyakit metabolik atau penyakit pemasal tulang dan sedih Ini sangat disayangkan, gitu loh Dan gue selalu bilang bahwasannya apa yang terjadi di usia tua... ...adalah manifestasi dari apa yang kena lakukan di usia muda Jadi apakah permasalahan seperti ini banyak ditemukan di lapangan? Iya, banyak banget dan sering terjadi Dari itu, gue selalu bilang mulai lah semua ini dari saat kita muda Tabung deh kalsium di dalam tubuh kita ketika kita masih muda Mulai deh olahraga, luangin waktu 30 menit sehari aja untuk kita berolahraga Karena semua itu ga ada kegugihnya dan salah satu bentuk kalsium yang bisa kalian dapatkan adalah dari susu Salah satunya adalah dari susu kami etawa, etawanessia ini Apalagi etawanessia merupakan formulasi susu kambing dengan es ke daun kelor yang pertama kali di Indonesia Dan kalian tahu ga? Banyak penelitian yang sudah menyebutkan bahwasannya daun kelor punya efek antioksiden, antiinflamasi Yang baik untuk tubuh kita dan dia juga punya manfaat untuk penyembuhan pada pasien-pasien dengan kerd Apalagi susu etawa juga memiliki kadang lemak jenuh yang jauh lebih ganda dibandingkan susu yang lain Yang apabila dicampur dengan daun kelor yang memiliki kandungan antioksidan... ...maka akan memiliki manfaat yang lebih baik untuk tulang dan sedih Jadi buat kalian semua udah mulai dulu dengan kesehatan diri kalian sendiri Terutama kesehatan tulang dan sedih mulai dari konsumsi makanan dan minuman yang mengandung kalsium Contohnya yang ada dalam...",
751,751.wav,Sadness," Karena gue punya batu-batu resahadangan Pagi-pagi masih olahraga Cuma maksud gue begini, adalah salah satu penyesalan gue tahun lalu adalah gue nge-skip olahraga sama sekali pas bulan puasa Dan itu adalah salah satu hal yang aduh jangan deh gue ulangin lagi Kenapa? Karena sebenarnya kita pas puasa tetap harus butuh olahraga Cuma maksud gue pasti banyak dana kalian yang mikir ya, aduh Kalau gue puasa, nanti gue pasti bakal batal Nah, itu kuncinya Kalian sebenarnya perlu menyesuaikan kekuatan tubuh kalian Sama menyesuaikan jadwal kalian berolahraga Cuma itu juga yang sering banget ditakutin, terutama pada pasien-pasien dengan diabetes mellitus Kayak banyak pertanyaan, boleh gak sih sebenarnya berpuasa? Boleh gak sih berolahraga? Nah, ini sebenarnya perlu banget konsultasi ke dokter untuk lihat kondisinya Atau mungkin ada penyusuan obat-obatan terlihat dengan kondisinya Nah, tapi salah satu penyebab kita lemas pas bulan puasa itu kan karena gula darah kita rendah Ya, sebenarnya karena makanan yang kita konsumsi kan lebih sedikit kan Nah, makanya sekarang gue pasang batu baterai Enggak deh, alat untuk monitor gula darah gue Nah, sering banget kan pas bulan puasa itu kada gula naik turun ya Kadang juga kalau pas buka kita suka lapar mata nih, jadi sering beli yang manis-manis Dan yes, gue memakai icon i3 dari si dokter buat tau kadar gula gue Mulai dari pagi sampai ketemu pagi lagi Terutama, gue pengen monitor kadar gula gue habis berbuka Dia juga ngebantu banget buat gue, buat nunjukin kadar gula gue setelah berbagai macam aktivitas Bahkan sampai olahraga Karena datanya tuh keluar 3 menit sekali, selama 24 jam full non-stop Dan dia juga gak perlu ditusuk-tusuk kaya alat cek gula biasa Dan menurut gue, ini salah satu opsi yang bagus banget buat dipake Sama orang yang butuh mengontrol kadar gula mereka Nah, tapi balik lagi, jangan pernah lupa untuk olahraga walaupun kalian lagi puasa Cuman sesuaiin aja dengan kekuatan tubuh kalian Dan kalau misalkan pas buka, gak usah kalap Dan kalau kalian mau monitor kadar gula darah kalian secara konstan Kalian bisa pakai si dokter icon i3 ini",
752,752.wav,Proud," Kayaknya kasus aku kali ini salah satu kasus yang membuat aku menghelak nafas panjang Gimana enggak? Kalian lihat sendiri gimana kondisi perutnya Perutnya ini sobek karena memang ada kista yang ukurannya sangat besar Selaput putih ini adalah dinding kista yang sudah pecah Kista adalah suatu kantung yang bisa tumbuh di dalam tubuh yang isinya bisa berupa udara, cairan atau semi solid Fish owner kira ikan ini hanya gendong telur biasa Karena kondisinya memang sudah seperti ini, mau enggak mau kistanya kita angkat dengan segala resiko yang ada Aku lumayan kaget karena kistanya telah memenuhi hampir 100% dari rongga perut ikan ini Operasi berjalan selama 45 menit, aku dibantu oleh tim aku, ada dokter Amel dan dokter Dina Kita harus bisa membedakan mana yang usus dan mana yang mesenterium Maka dari itu kita pasang selang di anus sebagai guidance Di akhir operasi, penafasan ikan sempat melambat Bohong kalau aku bilang aku enggak dek-dekan karena memang sangat berpacu sama waktu Sampai detik ini ikan masih krikis dan belum stabil Aku benar-benar berharap ada keajaiban Tuhan Karena aku bisa merasakan semangat hidup yang tinggi dari ikan ini",
753,753.wav,Surprise," kejauhan yudes itu di situ siap artist 3 2 1 aku memang dekat goyangin let's go juga gak usah kasih mundur, maju memang dekat, langsung gabung gabung gabung langsung ke tengah kasih goyang goi goyangin dikit aja ke atas, sup",
754,754.wav,Surprise," Kenalin pasien aku kali ini namanya Russell Russell termasuk ikan jenis tamasaba sudah lama berenangnya terbalik Sang Onda sengaja beli dalam kondisi terbalik dengan masuk berusaha untuk menolong Ternyata penyebab dia berenang kebalik karena memang lemak visceralnya ini banyak banget Dan gelombong renangnya yang ukurannya sangat besar Hal ini sering terjadi pada ikan jenis tamasaba dan goldfish Karena memang bentuk tubuh mereka yang short body Lemak visceralnya ini sangat tidak memungkinkan kita ambil Sehingga yang kita lakukan adalah memotong usus Russell Jadi Russell bisa diet Berhubung ukuran ikannya kecil, jadi ukuran ususnya kecil banget Kayaknya ini usus terkecil yang pernah aku operasi deh Operasi berlangsung lumayan lama, sekitar 2 jam karena memang harus detail banget Gara-gara nge-operasi Russell, aku jadi baik sercing-sercing tentang tamasaba Ikan tamasaba ini asalnya dari Jepang Tapi ternyata di Indonesia juga udah banyak yang jual loh, asli dari Belitar Bentuknya tuh mirip sama goldfish jenis ryukin tapi ekornya tunggal Aku agak kurang paham gimana sejarahnya Tapi yang jelas setelah banyak peminatnya, akhirnya diperbanyak sama Jepang Lalu diimpor ke Indonesia Harganya menurut aku masih relatif terjangkau Aku cek di aplikasi Master Koi Boat, dipnya masih di angka 100 ribu Menurut aku ikan tamasaba ini cocok banget untuk kalian para pemula yang mau biara ikan Sayangnya Russell memang belum bertahan hari kelima pas ke operasi Maafin aku Russell swimming piss ya",
755,755.wav,Surprise," Kos-kosan ikan per bulannya 1,5 juta Yep, kalian gak salah dengar, ini adalah pet hotel versi ikan Banyak penghobi ikan yang beli ikan bagus, tapi mereka gak terlalu pedi untuk keeping sendiri Karena untuk mencapai kualitas ikan yang bagus memang butuh pengalaman Jadi banyak penghobi yang ngekosin ikannya ke orang yang lebih berpengalaman Di tempat kos, ikan memang dirawat dengan baik, kalau sakit juga diobatin Fish Hotel ini biasanya lumayan umum di ikan arowana dan ikan koi Di Tras Aquatic sampai ada ratusan akwarium loh, gimana kalian mau gak jadi bapak kos?",
756,756.wav,Trust," malam-malam lagi ngasih makan ikan tiba-tiba ngeliat ada putih-putih di dasar kolam ada yang tau gak itu apa? buat kalian yang nebak gigi, ya bener banget ini adalah gigi ikan koi jadi ikan koi punya gigi yang bentuknya kayak gigi graham manusia karena memang bentuknya seperti gigi graham disebutnya dengan Mola Reform faringel tooth ini tumbuh pada faringel bone dan bisa tanggal juga loh kalo udah tanggal bisa tumbuh lagi gak ya? ada yang tau?",
757,757.wav,Proud," misalkan ente semua itu obesitas atau kegemuka terus abis itu ada kayak item-item di bagian lada belakang itu belum tentu daki itu bisa jadi adalah acantosis negrikan atau tanda ente mengalami diabetes mellitus atau penyakit gula bentukannya itu kurang lebih kayak begini dan ini kagak bisa ente ilangin pake lulur, pake lotion, pake amplas kagak bisa yang perlu anda lakukan adalah mengecek gula darah sama perbaikan pola hidup ini ngeliat tren kencing manis makin lama makin dialami oleh anak-anak muda yang harusnya usia 30 tahun masih produktif tapi loh kok gula darah sewaktu ini udah 300 loh kok gula darah sewaktu nya 400 kayak misalnya kemarin gue ngecek di kantor tiba-tiba ada orang usia 28 tahun gulanya udah 350 loh kok begitu salah satunya adalah pola hidup bisa juga sih diabetes mellitus tipe 1 cuman kalau dilihat nih akhir-akhir ini orang yang kena ginjal, yang kena jantung, yang kena stup, segala macem makin lama makin muda dan temen-temen penyakit kencing manis itu bisa dikontrol dengan dua hal yaitu obat-obatan sama pola hidup nah obat-obatan itu tidak menyebabkan gagal ginjal kagak yang bikin gagal ginjal itu penyakit gulanya ibarat kata lo tau manisan ga? manisan itu nih lo kan cemplungin itu ke dalam ayam gula yang pekat kan awalnya buahnya kayak gimana nih? buahnya kan awalnya seger terus sama lama lo cemplungin makin lama makin lama gulanya jadi api jadi kisut itu juga jadi pada ginjal jadi jangan takut mengonfungsi obat-obatan dalam jangka waktu panjang karena obat-obatan itu justru yang melindungi ginjal gula ente yang tinggi yang justru malah merusak ginjal merusak jantung, merusak otak jadi yaudah makan yang bener sama olagaga sama kalau ada bentukan item disini belum tentu itu daki bisa jadi akan tosis nyegikan pertanda ente kemungkinan punya kencing manis",
758,758.wav,Surprise," ini apa? nolipin? ini apa namanya? siri ini siri woooo ini apa? terasi? bukan? bukan jadi tadi kan gue dateng ke penajian orang mau nikahan karena gue diundang nah terus habis itu gue kaget kalau ternyata kita tuh disuguhin sama siri jadi kayak semacam kebudayaan maayu gitulah halon yuh itu lagi dewasi dan ketamu terus gue nyoba dong nih yang pertama kali kan kita penasaran kan tapi ternyata tadi gue kira tuh ada trasi tapi ternyata bukan, itu lebih ke Gambir le, stasiun kali ada Gambir kata gue terus ada pinang sama kapalnya juga, jadi kayak wow, buatan makanan ini kita menyerih hari kita mencoba budaya pangsa ah, gak di ini kan? di kunyahan doang kan? di kunyahan doang kan? gak ditawang gak sih? enggak, enggak, enggak itu untuk apa ya, tapi gak? di caranya gitu lah pait banget oh iya kita mau beleng kan? enggak, dia punya anemnya habis dia telat gitu ditelun selana harusnya gigi bisa itu kuat kita cukup lebih antiseptik kakak kuat gue kita netralin pakai kerupuk",
759,759.wav,Surprise," Oke, Pak. Paling ini kita mencuri yang ini dari kakak Faktigo aja Kalau Faktigo itu ga berbahaya, paling kita langsung batal-batal untuk kembali ke jaraknya Sambis ini ada yang mau ditanya ga? Mau ditanya soal tensi, dok. Tensinya bisa gendar sih, dok 80-60, biasanya gendar 180 Oh, biasa gitu Oke, kita coba tensi ulang lagi aja ya Bang, kita tolong tensi ulang dulu ya Siap, dok. Kita ganti mula Dok, udah tinggi belum? Ini tensinya Aduh... Salah Salah Duh, ibu-ibu. Kasih paham dong Jadi, kalau kalian ada tensi, jangan lupa tiap bulan kontrolnya Puskesmas Kontrolnya yang terlalu teriak Dengan kalian yang penting kontrol, bisa menjaga dari komplikasi Obatnya gratis, kok Jadi, harus datang ke Puskesmas",
760,760.wav,Surprise," Pada penasaran gak sih gimana cara ubur-ubur berkembang biak? Mereka melahirkan gak ya? Terus caranya bedain ubur-ubur cewek sama ubur-ubur cowok gimana ya? Sini-sini aku kasih tau Ubur-ubur itu gak ada yang cewek dan gak ada yang cowok Setiap individu ubur-ubur dewasa akan biasa disebut dengan medusan Akan mengeluarkan telur dan sperma ke dalam air Sperma dan sel telur ini akan bertemu kemudian akan berubah menjadi baby ubur-ubur yang namanya planula Baby ubur-ubur akan berenang di lautan untuk mencari induknya dan menyusui Engga, deng Planula ini akan berenang di lautan dan mencari permukaan yang keras untuk menempel Setelah planula ini menempel pada permukaan yang keras Dia akan membentuk polyp yang namanya skivistoma Pada fase skivistoma inilah, ubur-ubur akan membelah diri menjadi banyak Setelah sudah membelah diri, dia akan berubah menjadi ubur-ubur muda Ubur-ubur muda ini kemudian akhir balik menjadi ubur-ubur dewasa deh Ada yang tau gak ubur-ubur makannya apa?",
761,761.wav,Surprise," Pekerjaan gue sebagai dokter itu sering banget berhadapan dengan kematian. Dan lo semua tau gak, semakin gue berhadapan dengan kematian itu, gue jadi sadar. Kalau lo, gue, kita semua pada akhirnya cuma butuh cukup. Dan rasa gak cukup itu sering ngebuat gue, mungkin juga kita semua ya, menjadi kurang bersyukur atau mungkin bisa aja kita mengambil sesuatu yang bukan hak kita. Dan dari cukup serta kematian itu pula, gue banyak banget belajar. Gue melihat sebuah titik temunya pada dua hal, yaitu Al-Fatiha sama bulan Ramadhan. Dan temen-temen coba deh bener-bener baca pelan-pelan makna dan arti dari Al-Fatiha. Surat yang mungkin sering banget kita baca, tapi sering juga terlewat maknanya. Dan kalian tau gak, kalimat pertamanya merupakan sebuah curahan rasa syukur kita kepada yang kuasa. Dan bahkan sesederhana Al-Fatiha itu juga merupakan sebuah kesimpulan dari berbagai macam ayat-ayat indah dalam nembaran selanjutnya. Dan temen-temen, di bulan yang akan datang ini, semoga harapan gue kita banyak belajar. Belajar cara melembutkan hati, belajar mencukupkan ego, belajar meletakkan ekspertasi itu tidak melebihi yang sewajarnya. Dan belajar cukup, karena kita pun bisa hidup dari cukup. Terima kasih.",
762,762.wav,Proud," Semua perempuan yang suka pakai jilbab dan jarum pentul, kalau lagi pakai jilbab gak usah banyak ngomong Nanti ketelan jarum pentulnya, hari ini gue kedatengan pasien Cie lo pasien kata gue, dokter gue Maksudnya hari ini gue kedatengan pasien yang dia lagi pakai jilbab Terus tuh pentul dikaitin di mulutnya, di empetin gitu Terus dia ngobrol sama temennya, akhirnya pentulnya ketelan Lagian pertanyaan gue cuma satu, kenapa sih demen banget ngeligit jarum pentul? Nge-debus lo, limbat kata gue Nah, permasalahannya pas jadatnya gede, gue sudah merisit dan tidak kelihatan sama sekali Curiganya itu udah sampai masuk ke tenggorokan, ke hongkongan atau mungkin udah sampai paru-paru Permasalahannya kasus kayak gitu tuh bahaya banget Apalagi kalau masuknya udah sampai paru-paru yang bagian bawah sini Itu dia bisa masuk ke ruang operasi, buat diambil di ruang operasi Nah, bentukannya itu nanti bakal kayak gini kalau di Ronson Nah, permasalahannya adalah kalau kayak gini Nggak semua rumah sakit punya fasilitasnya buat ngambil Jadi dibandingkan lo masuk rumah sakit, mendingan lo kalau lagi pakai jilbab, diem Nggak usah banyak ngomong, apalagi pentul itu kenapa sih harus digigit? Bisa nggak sih ditunjulin di mana gitu, kan? Nggak susah ya? Terima kasih, tolong disebab kepada teman-teman kalian semua",
